tag,candidate_top1,drop_top1,logit_mse_per_sample,reward,all_replaced_targets_executed
all_posthoc,82.421875,-1.5625,17.401282787322998,1.38848717212677,True
all_quant,82.03125,-1.171875,17.444197297096252,0.9974330270290375,True
all_cnl,82.421875,-1.5625,17.390191912651062,1.3885980808734895,True
full_all_posthoc,79.55,1.47,18.35514033050537,-1.6535514033050536,True
full_all_quant,79.61,1.41,18.291696560668946,-1.5929169656066895,True
full_all_cnl,79.77,1.25,18.350349324035644,-1.4335034932403565,True
learned_policy,79.56,1.46,18.353823986816405,-1.643538239868164,True
